worker_id,task_id,task_response_id,Message Text,Toxic/Not Toxic
Z6J69GNZYEXY,b9b090e4-6467-4570-922d-0caf450eda5c,098c01fa-ae24-470a-acda-6451261a84f6,La puse manejando mientras llovía pa vivir full la experiencia,Not Toxic
Z6J69GNZYEXY,6acde5b2-d616-46bf-a063-d76a9862eb5e,f75e1c53-a394-4016-84ec-acc2894febe3,"Espera, esa chica está tan bien conservada??? Donde la veo ?",Not Toxic
Z6J69GNZYEXY,cea9e4be-892a-4d1c-9876-63e86587aeaa,4e26f920-5f03-4fab-bdff-ba81b9c971db,"Los felicito por la precisión en la información sobre los lugares y la historia de nuestro país. Descubrí el canal buscando material para mi trabajo, soy Prof. Geografía. Por eso, admiro la dicción y pedagogía en cada video, puntualmente, en este. Nuevamente, mis felicitaciones 🍾",Not Toxic
Z6J69GNZYEXY,fd3311c3-9720-4cc8-a27a-96779d27ec5f,e24a9ee2-4d84-4738-b614-fa0698c3bd46,Amo a la gente que es así de feliz!,Not Toxic
Z6J69GNZYEXY,6e028bae-ac35-4555-9ded-33801fdb1fb1,12e84a20-18b7-432c-a9c8-491f2d614b87,No sé quién hará el sacrificio pero quiero ir a una boda,Not Toxic
XHX6XGJVE3AE,e24b452d-eb1e-4303-9aa2-6a312c69c8bd,256edd1f-70b0-4a5a-a9ad-b52813e0ebdb,La semana pasada estuve por allá! Realmente lindo mágico.,Not Toxic
XHX6XGJVE3AE,9dc9f55e-50df-434c-9790-f53a611697fc,32a9edd4-0784-40d8-9799-bf8dde1f9ce6,hahahaha eres la mejor,Not Toxic
AWEDDH43CFW4,33c38891-f985-4729-9642-940e2e450c8d,934f3ab2-f357-40c2-b064-acb2c45955ba,"Que en paz descanse el mejor jugador de minecraft de la historia.
Rip Technoblade",Not Toxic
AWEDDH43CFW4,00a3132f-bb83-4aa0-8800-90b0b65de020,406ba457-5947-423c-bf7b-50dad8f47335,"sumarse y poner entre todos nuestro granito de arena para mantener nuestra ciudad limpia, con estas sencillas acciones",Not Toxic
Z6J69GNZYEXY,a53ef988-7a3e-4bc1-a4b1-7746b1c61ca2,47eb7140-8790-4dec-a3f9-00a13a6c47b2,"Lo veáis como lo veáis lo que tenéis que hacer es admitir que un gran equipo es el Madrid,es así.",Not Toxic
Z6J69GNZYEXY,b01ad8b3-1e72-49c7-bf5f-130839182c9e,ec9b2fd2-d517-4f63-81a7-a725591400ac,"No viviría en una casa rodante, pero a veces el costo de la renta te deja pensando pensamientos.",Not Toxic
Z6J69GNZYEXY,e1db8d95-9ffa-4776-8e4d-0ea53ea552ac,09d2fe84-b40e-442f-ac81-1cc1f7bbddf7,"Este viernes tenemos presentación muy importante 🔝
Todo el mundo activo a las 19:00h",Not Toxic
Z6J69GNZYEXY,66d58cb6-27ac-4d9e-b9a9-f41a3233d74e,d1e4f168-5ee5-492b-8b30-1be795d62451,no puedo esperar a que sea fin de semana para volver a rumbear,Not Toxic
XHX6XGJVE3AE,1f720ed3-2de1-42f3-a264-0d46051cf9b9,2587318b-a190-45db-910a-1c8c00498328,El placer de quitarse el jean despues de pasar mucho calor🤌🏼,Not Toxic
XHX6XGJVE3AE,f2f7276e-22eb-431a-9b05-f65929acedbb,38153447-9d8a-46ab-a10f-05208a9e6b68,Yo sinceramente prefiero que se célebre en España cua do ganemos y no por un descarte . .. y eso está muy cerca de pasar le pongo de 1 a 3 años si España sigue el camino del benidormfest. Lo mismo le paso a Italia tras regresar al festival.,Not Toxic
Z6J69GNZYEXY,223127ee-334a-47c6-a2e8-4c6a32806002,978a4c0a-8312-40dd-a6e0-bbd7028fe9c9,qro escuchar CA$H de la mimi,Not Toxic
DRZ96XZWW62M,898ac211-eead-4ccb-989a-24cab0332e8c,88b27fc2-955b-451b-a72e-375b4ec20f4f,"Tus videos siempre me alegran, muchas gracias Divaza 💜",Not Toxic
4Z64ZF49VFDX,e684901c-e367-4150-97cd-1d1696be10cb,a4386a06-b7f0-4aba-bb99-3e537933f463,desayunar chops como parte de la dieta,Not Toxic
Z6J69GNZYEXY,95fb6f44-0fd5-41ca-b630-2700fd50145d,4b88457c-b08e-4cfe-a790-517cc9f5f1dd,Definitivamente tengo que dejar de ser tan impuntual,Not Toxic
Z6J69GNZYEXY,437d314f-fd72-4806-ac02-ed721304e8ef,67b55234-9e5a-4aab-ab95-d590db328c77,"México, es una gran urbe, ha sido uno de los primeros países que quiero ir a conocer, creo que la cultura, la gastronomía y muchas cosas más quiero conocer 🤙",Not Toxic
DRZ96XZWW62M,be99f486-73c4-4288-a913-debb0f8872cb,f3774957-8ad3-4a39-8141-58b9b6647603,"Courtois POTM es el mejor portero de fifa 22, suerte que me lo hice.",Not Toxic
Z6J69GNZYEXY,533c629d-725d-4c3f-ab2f-4fd46fff18a3,0acd7a6c-5447-4e9c-a34a-1f4a4dbe9fd4,Mientras tanto Querétaro con sus 36° y Hermosillo con 43°.,Not Toxic
XHX6XGJVE3AE,26589b42-e5a9-43c3-b90b-0cbc3437c258,705306b2-8028-4130-a5e2-63115b7ccc67,El amor verdadero es el de una madre,Not Toxic
4Z64ZF49VFDX,753cd8b7-c58b-4f7b-8ce8-be7d05ebb01d,a46fb048-5c98-41dd-ae13-b96726988268,"Los árboles en nuestra ciudad además de proporcionarnos una sombra fresca y adornar las calles nos brindan oxígeno fresco por eso es importantes mantener limpio su entorno para que no sufran de plagas.
#PueblaHoyToca Cuidar los árboles 🌳💚😄",Not Toxic
FR7WMH3MFPEE,05e3eab8-6caa-46d4-88ca-3535296e7b74,97592817-d2cb-4d4b-a379-b899b4b70d3f,🍀✨Un golpe de suerte✨🍀,Not Toxic
Z6J69GNZYEXY,6e365b21-6bdb-4cd9-b015-6c72fac6b62d,bdaec170-7cda-49bd-bf72-2ee7230a7b60,Recuerda que pequeñas acciones hacen grandes cambios,Not Toxic
XHX6XGJVE3AE,37b47bc6-f014-4b0f-963e-628a44c87b78,6921488f-c6ad-4f8b-acb4-b03e78a676d4,Tengo más ganas de mundial que de conseguir pareja,Not Toxic
FR7WMH3MFPEE,a82555b1-5d0e-41e5-aa50-8d52bcd98107,211c439b-cce8-4611-99ea-70ca0d763765,"|| ¡Auron ha superado el segundo día, pasa a la final de los Saw Minecraft Games",Not Toxic
Z6J69GNZYEXY,c5b5d5a9-be62-4fc3-ba4f-b500ecc0ce82,80ea7ebf-eefc-4c2a-ac05-0c376710be3e,Los árboles en nuestra ciudad no sólo adornan el paisaje también nos brindan oxígeno fresco y ayudan a regular la temperatura en época de calor. #PueblaHoyToca Cuidar los árboles,Not Toxic
FR7WMH3MFPEE,c22fa5d4-c072-4518-b7a2-a41723f89846,c6bfa6d2-bef4-45a0-9bda-563aea5b9953,se viene maignan asegurado,Not Toxic
FR7WMH3MFPEE,9cbd766c-b102-4af6-a2a1-da21ab6e80ac,3cb047f6-c051-4c5e-b6a6-c060a86f28f2,Fantástica como siempre ella,Not Toxic
FR7WMH3MFPEE,ec0508dc-2670-4bf5-a49a-c41a15d0412c,7556e330-4853-4732-8e78-f484f36fa25b,¿Alguna vez has tenido dudas sobre como separar tus residuos? #PueblaHoyToca aprender a separar los residuos con estos sencillos tips y mantener nuestra ciudad limpia.,Not Toxic
FR7WMH3MFPEE,6b3ad897-5ab4-4f1a-a97d-0fa6d7c1ed46,cabf3fe3-99c7-4924-80eb-5ff3d4781cb7,"La participación de todos es muy importante para prevenir inundaciones en temporada de lluvias, con este tipo de acciones tan simples podemos lograr mucho",Not Toxic
FR7WMH3MFPEE,159ea502-c651-47d8-acc4-e1827c556e84,7efb51e3-4a2c-443a-bb74-8a069113af51,Tu y yo como meteoro y chispita,Not Toxic
FR7WMH3MFPEE,e3703e7b-de2a-4caf-b7e4-749ac99f589b,0e1ff9ef-4f21-4c0f-ae46-6936836da77e,"Chama, sigue así de activa en Youtube para que vuelvas a crecer, duraste mucho tiempo inactiva, te aseguro que pronto llegas a 20M si subes videos seguido",Not Toxic
CR2JRDZX4CK3,5ce45235-2cbd-44a0-9367-f067291caf94,8b861782-6ff5-45c8-9cee-dc761b6aeeed,Lo que no entiendo es xq quiero comer siempre helado pero si me invitan a desayunar empanadas diría que no,Not Toxic
Z6J69GNZYEXY,5df5e169-5e3c-4cdf-b03b-82e162b68122,f9b521c7-ffc7-4389-aa8c-9f661626e38c,Bien de yeso!,Not Toxic
DRZ96XZWW62M,9a983f2e-30b5-4744-bb11-a95c39d622ea,ad7dc67d-4057-4149-a85c-9338bff58672,Los árboles además ayudar a mejorar la calidad del aire también nos brindan otro tipo de beneficios dependiendo del tipo de árbol. Como el pirul que tiene efectos restauradores como la mejora en la fertilidad de los suelos.,Not Toxic
Z6J69GNZYEXY,474605fd-8c5b-4378-aee4-9d099161bc62,fa6568c8-d037-4628-8bb0-32f3367ad8b4,Momento Justo en el que dejan de grabar lo qué pasó.,Not Toxic
CR2JRDZX4CK3,8ca3e5ed-d0fc-4612-8847-db204928c5a0,4d679643-ccb6-4539-896a-081fca33dc2f,Mi banda favorita 🤟😎🤟🇲🇽 666,Not Toxic
FR7WMH3MFPEE,0e84817e-32c1-4aa6-9b3a-6063749370c4,12523cf5-ef5f-4050-9619-be13783001d3,Guarda esas hojas como tus más grandes tesoros .,Not Toxic
Z6J69GNZYEXY,b72e0013-c7c5-4193-80b8-4c01ad0a8407,a5e146ec-12e8-4ddb-9b14-827c97a1735e,CDM Aluche mi segunda casa.trabajando allí desde 2005.,Not Toxic
Z6J69GNZYEXY,c27c96c5-16be-415f-9686-04029a9e1f0e,89d432bd-d8b0-4da3-b434-7c08937fbdd7,Y otra vez los parques Del Prado se quedan igual…,Not Toxic
Z6J69GNZYEXY,75769f6b-9b3f-4250-9b6b-9207c2ad219f,16a93b83-dddb-451e-886e-07d0282fdb13,villano antillano es mi soundtrack del pride i’m obsessed 💜💙💚💛🧡❤️,Not Toxic
Z6J69GNZYEXY,f9b7a21f-7d9d-40b1-bdd1-95f10a8e2f9d,e664b927-46ca-433c-a23f-5d45cf1cd1b4,Semilla de amor que va germinando,Not Toxic
Z6J69GNZYEXY,3b97e518-5657-4042-ade4-36550165e61c,ef33c352-59e7-48fc-801f-1f7248203a71,El cariño que regala una madre es la mejor forma de describir el amor ❤️,Not Toxic
Z6J69GNZYEXY,018488a7-69c4-4dd9-b187-2fc625cdd7e5,e589476a-e8ab-43b6-81cf-7598b34eed6a,Una caligrafía bonita me parece hasta sexy.,Not Toxic
Z6J69GNZYEXY,bb3cf548-baff-4e16-9068-699db991e870,1f950bd2-b366-4eb5-b98b-499d7f565d56,si me pagaran por escuchar a lola indigo,Not Toxic
Z6J69GNZYEXY,a34f8bbe-c42f-491a-afc2-9373d4b199c5,30978516-659d-4525-aa89-182294c77be6,"“La verdadera ignorancia no es la ausencia de conocimientos, sino el hecho de negarse a adquirirlos”
Karl Popper",Not Toxic
FR7WMH3MFPEE,f54f4e48-53f9-4a64-bdf6-c16e06334866,077ba44b-7a57-446e-b92a-5ae47b5b8d68,"cuando nacho comenzó a hablar de lo feliz que estaba por la presencia de Danny Ocean, de repente pensé que iba a sacar el chocolate y las florecitas",Not Toxic
Z6J69GNZYEXY,fd742597-56a9-4cb8-aad2-b334120de3e7,b6d9b68b-11a0-4cd2-9d6c-8ef22953bed3,Gracias Sr. Conductor por respetarlo.,Not Toxic
Z6J69GNZYEXY,bf261c01-0214-471a-bfce-b67561d8d6bc,3e6472a2-ac8f-44a2-9caf-6862ac7c4e8e,Mi señora interna y externa pensando 💭 mijo hubieras juntado los 25 de todos los días un total de 125 y te hubieras ido a regatear al mercadito para hacer la despensa jaja no hubieras sufrido tanto chama 🤭,Not Toxic
FR7WMH3MFPEE,a9beab7b-c840-4e1a-8c8f-0c0ed1bec7d5,726d825e-ce30-47d6-b1c0-2c112cc19f9f,le conseguimos a mi mami un perrito que se parece mucho a pichi (ella quería uno que le recordara a él) porque ella sentía que tenía mucho amor para darle a una mascota todavía y está muy feliz. ❤️,Not Toxic
Z6J69GNZYEXY,d2afcb2f-5805-4248-9291-8b7fcda1b7b2,ae071f6a-fd1b-4a51-9151-1a1ab791cfd6,Un pueblo es habitable mientras tenga una librería.,Not Toxic
FR7WMH3MFPEE,e4e540a9-e599-4ba1-abaf-7da1e5a299c9,b65e7d57-543d-44ad-abaa-8da26bab83d8,Vivir en Suiza 🇨🇭 y perderse de esta majestuosidad 😂💃🏻💃🏻💃🏻,Not Toxic
DRZ96XZWW62M,6de2cba4-dbf2-4d0c-98be-96a2e56ec2ae,e71c34d3-4555-4c60-bb3f-90c3078adfe2,"*después de 12 horas consciente*
yo: voy a descansar mi cerebro: vive esta realidad paralela x 8 horas donde tienes q regresar a bachillerato pq te falto pasar una materia",Not Toxic
FR7WMH3MFPEE,3dab7521-d265-469e-a5b3-e07beb13fe1d,fc1e5f53-ab6c-48fb-85f2-719c920eadca,"Veo 32 países pero solo un ganador, España",Not Toxic
DRZ96XZWW62M,15f2556a-a8ff-4ca0-a99e-377f220a358f,ac996863-19cd-4ed7-a366-f8ce0a0d3edc,Qué maravilla!,Not Toxic
Z6J69GNZYEXY,fea19d04-0e60-43b0-af2f-f0ca18efbdfb,ea174a00-4037-48a5-96a3-c5165fc6dec6,Que increíble ver este formato antiguo en este tiempo... Saludos desde Ecuador 💝,Not Toxic
FR7WMH3MFPEE,9d022053-f4dc-438d-ac7c-c5c6cf9e2be0,62ba084d-686d-45b0-9557-b38d52d5fccf,Tengo una sola palabra para ese lugar: HERMOSO! 😍😍,Not Toxic
Z6J69GNZYEXY,065e5216-bb8f-4bb5-abbc-c65d7e397a2c,d2cb1a04-c01d-4686-b4ce-7be8d2233407,no sabía cuanto necesitaba un Apple Watch hasta que me lo compré de un día pa otro sin planearlo y ahora facilita absurdamente mis días,Not Toxic
FR7WMH3MFPEE,c33b5ffc-0234-473e-8df1-01dfc63b909a,590a695e-bcb5-4236-9250-dce902165fea,Con esta sencilla acción podemos ayudar a evitar estancamientos de agua e incidentes en épocas de lluvia,Not Toxic
FR7WMH3MFPEE,495fc853-9ca0-4171-91ba-7dffd3bcd429,7b80d525-0f15-4797-938a-a632a3282625,"Es excelente, el nivel intelectual de esta persona es espectacular, por favor Jordi, junta a Villarán y Santaolalla en un mismo podcast!",Not Toxic
FR7WMH3MFPEE,57b798af-b9fb-4fd4-8683-a28ee7a0a63b,efc870da-efbd-4d2c-b956-b5edb506df60,"aprovechando el hit tweet... hago lecturas de tarot por sk les interesa, en mi tweet fijado estas las tarifas, grax tkm",Not Toxic
XHX6XGJVE3AE,0d9b8689-ec60-4ed3-89bf-d2d1aec53aac,c25c7f92-f8e6-480e-be25-48e0c53f9325,Entre todos podemos hacer pequeñas acciones como no tirar envolturas o envases vacíos en los parques y calles para mantener nuestra ciudad bonita y limpia,Not Toxic
Z6J69GNZYEXY,202ca0ca-46cc-4eab-afc4-9c59b9eaca12,e5ff3abe-451f-4103-ac12-4c91aa08bf9b,Al final el criterio es todo.,Not Toxic
FR7WMH3MFPEE,fe45a328-13b4-4334-87c2-b17b7ce598fb,0631d260-e654-48e2-b4de-a59ff9595fe2,El que vimos que nos asustó jajaj .,Not Toxic
Z6J69GNZYEXY,8641060d-f4f7-47ff-820c-50a5be633b58,05a8c64f-aaa3-43c9-ba04-abff79cb0496,Cuándo van a plantar en la zona alta del cerro?,Not Toxic
Z6J69GNZYEXY,f591395f-94b2-48dc-b10e-443283c81e9d,a4af7327-4809-456d-bd84-51616eccd87f,no les voy a mentir quisiera estar ahí cantándole al padre sol y no aquí estudiando para un parcial de farmacología feliz tarde,Not Toxic
Z6J69GNZYEXY,13bb3166-658d-4132-9416-07d64f7aeebf,06fc9082-ac4a-4105-b306-dacb4e8ad73c,Porque le llaman así?,Not Toxic
Z6J69GNZYEXY,10daac45-5034-4a61-99f5-a31278d4fcab,99a79829-0e25-4133-aea6-1ca26bf08aed,Iglesia del divino niño jesus 20 de julio 😍❤️❤️🙌👏,Not Toxic
Z6J69GNZYEXY,92b2f640-0e4e-42d8-9b56-631d74ba4b2a,9e444efe-273b-4570-ab48-10868a22c6c8,Su carita de no saber que hacer . Ánimo mijo y báilele en el descanso,Not Toxic
FR7WMH3MFPEE,edc4a222-ae73-4dc3-8f06-ee60138622d4,8fdf30c2-c7b2-4d39-a59d-fd8216c44d57,Kenan & kel en NETFLIX es mi mayor regalo.,Not Toxic
FR7WMH3MFPEE,53716cbc-1b2b-4058-9e79-c9d5ea3bd77d,d6b3ca5b-c7ac-4d4e-b35c-bb07a0150238,"14 años de conservatorio, los 3 últimos compaginados con creación de contenido, streaming y viajes.
Hoy ha sido mi recital final de piano. La carrera acaba aquí, pero nuestro propio camino sigue adelante. Por fin puedo decir que lo he conseguido. Soy MUY feliz 💙",Not Toxic
Z6J69GNZYEXY,2b102a4c-a4bf-47c9-b91d-171c8a64a30c,efdb86db-364f-4b77-a25d-890e8a0d5958,normalmente la gente que dice que es muy random es la gente menos random,Not Toxic
Z6J69GNZYEXY,3f6e4edb-92ac-4c0d-90ad-37f56921d622,0636eecb-4a3b-4b5b-b9d6-97799cc78045,Bruno revisó su correo y encontró un mail que cambiaría su vida.,Not Toxic
CR2JRDZX4CK3,02f01c84-5312-48a9-93f6-2bf438f22ef3,e6693e69-1b49-4b93-bcbd-efce28a8932d,"Como cada verano, Ferrero Rocher deja de vender sus bombones porque el Alfonso, que es el único que sabe hacerlos, se va de vacaciones a Torrevieja:",Not Toxic
DRZ96XZWW62M,5b1cb248-4bd8-4c86-a495-0cc9c5f96d01,3c81fd10-c663-4b0b-b874-f820f30721ec,el verdadero privilegio es estar en paz con tu realidad <3,Not Toxic
Z6J69GNZYEXY,4da4f489-ac8b-4c17-824b-257357008ed7,d83afbfb-05bf-4784-9f86-edbc39f470a8,Con esta sencilla acción podemos ayudar a evitar estancamientos de agua e incidentes en épocas de lluvia,Not Toxic
4Z64ZF49VFDX,82f77f35-5c5e-40c4-9702-054ea1a6d8eb,b269855b-dc2d-4f1a-853f-6b54f95d0107,Me encantan las fotos de Albert Speer presentando Germania.,Not Toxic
AWEDDH43CFW4,96636781-73f9-40d4-8ef7-d130725f3132,e976a4b9-9f4a-4b6d-b0a5-d3d49a88a75d,Poco a poco... pero felicidades por tomar estos pasos tan importantes en nuestra sociedad.,Not Toxic
AWEDDH43CFW4,815c8f81-0a7f-402b-b082-fa40adac6457,51b6c0c9-139d-4298-ab79-2abadd7178a4,disculpa yo tb sigo jugando religiosamente cada día,Not Toxic
AWEDDH43CFW4,b02c1fd9-ca55-4be7-9207-5715e36e0da1,01418165-ac8e-4527-b6d7-ca68396876e7,Acabo de gastar un poco de plata en puras vainas para el cuarto porque mi cueva es mi santuario y allí pasan cosas grandes,Not Toxic
AWEDDH43CFW4,df3df904-a63d-47b9-b975-62b52c8c78e2,1e7e4ab4-041a-4022-9530-dc8f8127ae51,"“‘Se feliz con lo que tienes’ no, eso si jamás. Agradece lo que tienes, pero siempre ve por mas.”",Not Toxic
AWEDDH43CFW4,b2614d97-09fa-40d2-8165-0e2dbb2413cb,3b5a416f-551e-4b8a-b6f1-1991157dbb95,Algo me decía que Antonio seria el primero en repetir podcast en solitario. Me gusta mucho el contenido de su canal,Not Toxic
AWEDDH43CFW4,4c2a4dc6-bd01-4999-b555-47e3a0564da6,0c950bd8-63d4-413b-b6e4-29a0a7d47c4b,"trabajar desnudo > trabajar vestido.
punto para teletrabajo.",Not Toxic
AWEDDH43CFW4,12ea056f-23f7-44e3-af8e-25b24c3a53eb,111eb5ea-a47f-4167-a7f8-de1c7473534e,"Puebla se encuentra entre los seis estados con mayor generación diaria estimada de residuos sólidos urbanos, esto podría cambiar si empezamos a separar nuestros residuos.",Not Toxic
FHGCYCJFXEMR,74d2d884-b706-4aca-b332-13b4b6760b0c,82128c38-247f-41d0-a588-ccf2f0008c7b,"El cartel más bonito de todos los años, sin duda. Limpio, fresco, juvenil, elegante y con tradición. Me encanta. Puro arte. Enhorabuena a la artista.",Not Toxic
AWEDDH43CFW4,b2ded5cd-0298-444d-b996-e338fba6c33b,4b2037ee-11d9-4b8f-afb9-a0c6ae31c3db,Va a ser una proyección única o estará temporalmente?,Not Toxic
AWEDDH43CFW4,1ee768d8-72f7-41d7-9257-a01a7f26b5c9,d459d9bd-e3f5-48df-aa56-1292a20491e5,"De pequeño, mi mamá me dejaba comerme sólo una arepa porque decía que estaba muy gordito🤭, pero mi abuela, cuando había arepa con DiablitosTM 👹, siempre se las ingeniaba para darme dos arepitas sin que mi mamá se diera cuenta 🤣 ¡qué buena época! 🥺. Abro hilo 🧵",Not Toxic
AWEDDH43CFW4,7beca687-8b36-4b02-99f4-162d48ce57ff,52c6934e-15f3-4877-80d7-e0ee8054497e,"Fogonix! Te fuiste muy poco abrigado! Cuidado te enfermas, las. Chaquetas de cuero no abrigan, tenias que ponerte una Campera de esas infladas con algún buzo de corderito o suéter. Me dio frío de solo verte 😅 con respecto a viajar con agencia de viajes, acá en Argentina no es tan necesario, vos podes acomodar te tu viaje en despegar. Com a tu gusto, escoger tu hotel, los días, el vuelo, si querés vuelo sencillo sin euqipaje, el horario, hacer tu check in online igual. Es mucho más cómodo porque todo lo adaptas a tu gusto y ya te vas con todo tu viaje pago, porque hasta el traslado del hotel al aeropuerto te incluye",Not Toxic
AWEDDH43CFW4,3e7291c4-7730-462c-9ab4-46b7dc3c8500,07d2a731-78df-4f67-bc7d-ee54789431eb,Ojalá y salgan más fechas .,Not Toxic
Z6J69GNZYEXY,bb14d392-f357-4d2e-b2bd-1a743c160e1e,df98ea2d-c1d8-4b2e-88e0-023e9904b721,"Algún día Dios me dará la oportunidad de conocer este hermoso país, su deliciosa gastronomía y su maravillosa gente. Saludos desde Colombia!",Not Toxic
AWEDDH43CFW4,91adf492-ee8c-4eea-8d95-4abafb9be218,085c3b44-70ed-436c-a9c6-b906d57e97ba,"Mis dudes, mi mamá está por terminar su primer cuento (es su sueño escribir para niños). Recen, manden vibras positivas, prendan palo santo, sóbenle la panza al Buda, para que logre publicar un libro de cuentos infantiles, los quiero ❤️‍🔥",Not Toxic
FHGCYCJFXEMR,099aac23-dbca-4e42-9e59-30ae03203fe3,09472535-e47b-49fa-adae-c1882d812d16,"Mis neuronas están quemadas. No puedo hablar si no es para quejarme del calor. Yo no soy así de insoportable, se los juro",Not Toxic
AWEDDH43CFW4,7fee5f05-2d73-4eab-98ca-4e44fdac72de,698ffc59-13ad-498c-8918-ac78db0ac6fc,esta es una puta victoria.,Not Toxic
